user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,clean_review,tokens,sentiment,churn_reason
Huy Bùi,5,"chơi vui,có thể giải trí",2025-07-10 13:08:53,1.58.1.2,0,0,Lien Quan Mobile,chơi vuicó thể giải trí,chơi vuicó_thể giải_trí,Positive,none
Phát Bùi Xuân,1,Update xg lỗi ko vào đc trận mất mẹ 7ut fix nhanh cmm lên,2025-07-10 13:08:08,1.59.1.5,0,1,Lien Quan Mobile,update xg lỗi ko vào đc trận mất mẹ ut fix nhanh cmm lên,update xg lỗi ko vào đc trận mất mẹ ut fix nhanh cmm lên,Negative,"bug, update"
Sơn Nguyễn,5,game chs hay nhưng phải tải,2025-07-10 13:08:04,1.58.1.2,0,0,Lien Quan Mobile,game chs hay nhưng phải tải,game chs hay nhưng phải tải,Positive,none
Canhphung To,1,games gì suốt ngày cập nhật vs cập nhật,2025-07-10 13:07:04,1.58.1.2,0,1,Lien Quan Mobile,games gì suốt ngày cập nhật vs cập nhật,games gì suốt ngày cập_nhật vs cập_nhật,Negative,update
The hung Luu,5,ok,2025-07-10 13:05:40,1.59.1.5,0,0,Lien Quan Mobile,ok,ok,Positive,none
Dung Nguyễn,2,"đg chs lq thì trận game đơ,đã thế còn ko thấy j",2025-07-10 13:04:30,1.59.1.5,0,1,Lien Quan Mobile,đg chs lq thì trận game đơđã thế còn ko thấy j,đg chs_lq thì trận game đơđã thế còn ko thấy j,Negative,bug
Chiến Trần,5,cho hỏi mấy bn đánh giá xấu về vc cập nhật mấy bn đã hiểu vấn đề rằng mổi khi cập nhật phải lập code game nào chả như game nào mà chê cập nhật tốn Gb còn mấy bn vào game ko đc thì xem lại đt mấy bn báo lổi là do đt yếu hoặc dùng apk hay có can thiệp vào điện thoại chứ game trăm triệu người chơi ko ý kiến mấy bn cứ đổ lổi,2025-07-10 13:04:24,1.59.1.5,0,0,Lien Quan Mobile,cho hỏi mấy bn đánh giá xấu về vc cập nhật mấy bn đã hiểu vấn đề rằng mổi khi cập nhật phải lập code game nào chả như game nào mà chê cập nhật tốn gb còn mấy bn vào game ko đc thì xem lại đt mấy bn báo lổi là do đt yếu hoặc dùng apk hay có can thiệp vào điện thoại chứ game trăm triệu người chơi ko ý kiến mấy bn cứ đổ lổi,cho hỏi mấy bn đánh_giá xấu về vc cập_nhật mấy bn đã hiểu vấn_đề rằng mổi khi cập_nhật phải lập code game nào chả như game nào mà chê_cập_nhật tốn gb còn mấy bn vào game ko đc thì xem_lại đt mấy bn báo lổi là do đt_yếu hoặc dùng apk hay có can_thiệp vào điện_thoại chứ game trăm triệu người chơi ko ý_kiến mấy bn cứ đổ lổi,Positive,update
Truc Phan,2,cập nhật xg vô chơi game chỉ bt chán nản lag k di chuyển dc ln mặc dù mạng rất bth trong game wifi đỏ chót k di chuyển dc k chơi dc j hết ln chịu nhà phát hành đấy!,2025-07-10 13:01:30,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xg vô chơi game chỉ bt chán nản lag k di chuyển dc ln mặc dù mạng rất bth trong game wifi đỏ chót k di chuyển dc k chơi dc j hết ln chịu nhà phát hành đấy,cập_nhật xg vô_chơi game chỉ bt chán_nản lag k di_chuyển dc ln mặc_dù mạng rất bth trong game wifi đỏ_chót k di_chuyển dc k chơi dc j hết ln chịu nhà phát_hành đấy,Negative,"lag, performance, update"
Vu Linh,5,dễ chơi 🥰🥰🥰🥰🥰rất hay 🥰🥰🥰🥰💯 điểm,2025-07-10 13:01:22,1.59.1.5,0,0,Lien Quan Mobile,dễ chơi 🥰🥰🥰🥰🥰rất hay 🥰🥰🥰🥰💯 điểm,dễ chơi 🥰_🥰 🥰 🥰_🥰 rất hay 🥰_🥰 🥰_🥰 💯 điểm,Positive,none
Chép chép,1,vc game bị j vậy sao ko cho vào trận đấu làm ng ta bị trừ điểm uy tín có rớt mạng mô tr,2025-07-10 13:00:00,1.59.1.5,0,1,Lien Quan Mobile,vc game bị j vậy sao ko cho vào trận đấu làm ng ta bị trừ điểm uy tín có rớt mạng mô tr,vc game bị j vậy sao ko cho vào trận đấu làm ng ta bị trừ điểm uy_tín có rớt_mạng mô tr,Negative,other
Hồng Dẹn Ngô,1,"Game lỗi, giật lag mất âm thanh tướng khiến trải nghiệm game khó chịu vô cùng😡",2025-07-10 12:57:22,1.59.1.5,0,1,Lien Quan Mobile,game lỗi giật lag mất âm thanh tướng khiến trải nghiệm game khó chịu vô cùng😡,game lỗi giật lag mất âm_thanh_tướng khiến trải_nghiệm game khó_chịu vô_cùng 😡,Negative,"bug, lag, performance"
Minh Bùi Hải,1,cần xác minh đúng 18 tuổi mới được chơi toàn trẻ con chơi phá game,2025-07-10 12:57:21,1.58.1.2,0,1,Lien Quan Mobile,cần xác minh đúng tuổi mới được chơi toàn trẻ con chơi phá game,cần xác_minh đúng tuổi mới được chơi toàn trẻ_con chơi phá game,Negative,toxic
Công Đinh,1,khuyên mọi người không nên chơi mà hãy sang vgvd chơi mà khác ngay hay game m cũng được,2025-07-10 12:57:03,1.59.1.5,3,1,Lien Quan Mobile,khuyên mọi người không nên chơi mà hãy sang vgvd chơi mà khác ngay hay game m cũng được,khuyên mọi người không nên chơi mà hãy sang vgvd chơi mà khác ngay hay game m cũng được,Negative,other
Hưng Hưng,1,có đứa út game vẫn trừ sao,2025-07-10 12:55:54,1.59.1.5,0,1,Lien Quan Mobile,có đứa út game vẫn trừ sao,có đứa út game vẫn trừ sao,Negative,other
Nam Giang Nội,3,"cập nhật xong lag banh máy,hay bị văng,xong còn vô không được",2025-07-10 12:55:24,1.59.1.5,0,0,Lien Quan Mobile,cập nhật xong lag banh máyhay bị văngxong còn vô không được,cập_nhật xong lag banh máyhay bị văngxong còn vô không được,Neutral,"lag, performance, update"
Thu Hà,5,chs vui,2025-07-10 12:55:05,1.58.1.2,0,0,Lien Quan Mobile,chs vui,chs vui,Positive,none
Nguyễn Ngọc Hà (Nho Xinh),1,"đợt này game rất tệ nha. bắt cập nhật lại từ đầu rất là tốn dung lượng. vô game bị lỗi afk thua trận. và 1 cái rất xàm là nhắn bình thường thì bị cấm chat, còn mấy đứa chửi thẳng rất tục tĩu thì không sao ???",2025-07-10 12:54:42,1.59.1.5,0,1,Lien Quan Mobile,đợt này game rất tệ nha bắt cập nhật lại từ đầu rất là tốn dung lượng vô game bị lỗi afk thua trận và cái rất xàm là nhắn bình thường thì bị cấm chat còn mấy đứa chửi thẳng rất tục tĩu thì không sao,đợt này game rất tệ_nha bắt_cập_nhật lại từ đầu rất là tốn dung_lượng vô_game bị lỗi afk thua_trận và cái rất xàm là nhắn bình_thường thì bị cấm chat còn mấy đứa chửi thẳng rất tục tĩu thì không sao,Negative,"bug, toxic, trash, update"
Quân Minh,5,tôi thấy vui khi chơi geam nài,2025-07-10 12:53:02,1.58.1.2,0,0,Lien Quan Mobile,tôi thấy vui khi chơi geam nài,tôi thấy vui khi chơi geam nài,Positive,none
Hoạch Vũ,1,tải game thì nhẹ mà tải xong thì lại quá nhiều tà nguyên chiếm gần 9GB trải nghiệm thì quá giật lãng nhiều lúc chơi game để sả stress mà lại stress ngang yêu garena tối ưu hoá game để người chs trải nghiệm tốt nhất chứ thế này stress ngang luôn,2025-07-10 12:52:07,1.59.1.5,0,1,Lien Quan Mobile,tải game thì nhẹ mà tải xong thì lại quá nhiều tà nguyên chiếm gần gb trải nghiệm thì quá giật lãng nhiều lúc chơi game để sả stress mà lại stress ngang yêu garena tối ưu hoá game để người chs trải nghiệm tốt nhất chứ thế này stress ngang luôn,tải game thì nhẹ mà tải xong thì lại quá nhiều tà_nguyên chiếm gần gb trải_nghiệm thì quá giật_lãng nhiều lúc chơi game để sả_stress mà_lại stress ngang yêu_garena tối_ưu_hóa game để người chs trải_nghiệm tốt nhất chứ thế_này stress ngang luôn,Negative,"lag, performance"
K Dinh,1,ui tui bô nho gân hêt con câp nhât nua chăc qhai xoá game choi thua thi tru sao con tru uy tín nua,2025-07-10 12:50:45,1.58.1.2,0,1,Lien Quan Mobile,ui tui bô nho gân hêt con câp nhât nua chăc qhai xoá game choi thua thi tru sao con tru uy tín nua,ui tui bô nho_gân hêt con câp nhât_nua chăc qhai xóa game choi thua thi_tru sao con tru uy_tín_nua,Negative,other
KHẢ HÂN TRẦN,4,"game hay, nhưng hay văng , đấu với máy thì mượt mà đấu thường - hạng thì văn ít nhất cũng 5 lần!",2025-07-10 12:50:23,1.59.1.5,2,0,Lien Quan Mobile,game hay nhưng hay văng đấu với máy thì mượt mà đấu thường hạng thì văn ít nhất cũng lần,game hay nhưng hay văng_đấu với máy thì mượt_mà đấu thường hạng thì văn_ít_nhất cũng lần,Positive,none
Trọng Nghĩa,1,"ghép trận kiểu gì mà vô đánh toàn 3v5, 4v5??? feed, afk không vậy..tố cáo trừ được 1, 2 uy tín là nhiều dữ chưa",2025-07-10 12:49:20,1.59.1.5,2,1,Lien Quan Mobile,ghép trận kiểu gì mà vô đánh toàn v v feed afk không vậytố cáo trừ được uy tín là nhiều dữ chưa,ghép trận kiểu gì mà vô đánh toàn v v feed afk không vậytố_cáo trừ được uy_tín là nhiều dữ chưa,Negative,"matchmaking, toxic"
Hà Trang Nguyễn,1,cập nhật xong ko vào được game toàn bị kick ra,2025-07-10 12:48:41,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong ko vào được game toàn bị kick ra,cập_nhật xong ko vào được game toàn bị kick ra,Negative,update
Ngoc Minh,4,chs hơi lag nhưng hay,2025-07-10 12:47:56,1.58.1.2,0,0,Lien Quan Mobile,chs hơi lag nhưng hay,chs hơi lag nhưng hay,Positive,"lag, performance"
Hiếu VŨ,1,tự nhiên bị trừ ủy tín rồi bị bảo phá game bị mấy con mid con top ad nó liếm hết rồi thì trả thọt vậy sao ko trừ bọn kia tội đi sai đường,2025-07-10 12:46:39,1.59.1.5,0,1,Lien Quan Mobile,tự nhiên bị trừ ủy tín rồi bị bảo phá game bị mấy con mid con top ad nó liếm hết rồi thì trả thọt vậy sao ko trừ bọn kia tội đi sai đường,tự_nhiên bị trừ ủy_tín rồi bị bảo_phá game bị mấy con mid con top ad nó liếm hết rồi thì trả thọt vậy sao ko_trừ bọn kia_tội đi sai đường,Negative,toxic
Trang Luc,3,hơi tốn dung lượng,2025-07-10 12:46:25,1.58.1.2,0,0,Lien Quan Mobile,hơi tốn dung lượng,hơi tốn dung_lượng,Neutral,update
Tuột K,5,Sao không tải được game ạ,2025-07-10 12:45:36,1.58.1.2,0,0,Lien Quan Mobile,sao không tải được game ạ,sao không tải được game ạ,Positive,none
The Siu,2,minh mặc ỉa cũng hạ uy tín,2025-07-10 12:44:54,1.58.1.2,0,1,Lien Quan Mobile,minh mặc ỉa cũng hạ uy tín,minh mặc ỉa cũng hạ uy_tín,Negative,other
10 Nguyễn Thu Hằng,3,ê t mệt nha lúc chưa cập nhật thì 10 gb xong cập nhật xong tưởng đc chơi mà vô ngồi đợi tải nảy h chưa xong rất là mất thời gian aaaaa tức quá,2025-07-10 12:43:42,1.59.1.5,0,0,Lien Quan Mobile,ê t mệt nha lúc chưa cập nhật thì gb xong cập nhật xong tưởng đc chơi mà vô ngồi đợi tải nảy h chưa xong rất là mất thời gian aaaaa tức quá,ê_t mệt_nha lúc chưa cập_nhật thì gb xong cập_nhật xong tưởng đc_chơi mà vô ngồi đợi_tải nảy_h chưa xong rất là mất thời_gian aaaaa tức quá,Neutral,update
Kiên Nguyễn công trí,1,ko vào đc sảnh,2025-07-10 12:43:06,1.59.1.5,0,1,Lien Quan Mobile,ko vào đc sảnh,ko vào đc sảnh,Negative,other
An1 Long,1,tải dữ liệu rất tốn mạng,2025-07-10 12:41:56,1.58.1.2,0,1,Lien Quan Mobile,tải dữ liệu rất tốn mạng,tải dữ_liệu rất tốn_mạng,Negative,other
kiên 55,3,nhiều dung lượng quá ko thik,2025-07-10 12:41:51,1.58.1.2,0,0,Lien Quan Mobile,nhiều dung lượng quá ko thik,nhiều dung_lượng quá ko thik,Neutral,update
Quân Minh,1,"xóa cái bộc phá dùm toàn lũ sv cầm đi ks đi rừng phụ 14 phế vãi ra,hệ thống ghim mục tiêu ngu băng trụ đánh người k chọt người đi chọt trụ chọn ghim mục tiêu máu thấp nhất mà cáu trụ 9k máu đi ghim,đã tải tài nguyên xg hết vô lại tải lại từ đâu m đói lắm à",2025-07-10 12:41:23,1.59.1.5,0,1,Lien Quan Mobile,xóa cái bộc phá dùm toàn lũ sv cầm đi ks đi rừng phụ phế vãi rahệ thống ghim mục tiêu ngu băng trụ đánh người k chọt người đi chọt trụ chọn ghim mục tiêu máu thấp nhất mà cáu trụ k máu đi ghimđã tải tài nguyên xg hết vô lại tải lại từ đâu m đói lắm à,xóa cái bộc_phá dùm toàn lũ sv cầm đi ks đi rừng phụ phế_vãi rahệ_thống ghim mục_tiêu ngu băng_trụ đánh người k_chọt người đi chọt trụ chọn ghim mục_tiêu máu thấp nhất mà cáu trụ k máu đi ghimđã_tải tài_nguyên xg hết vô lại tải lại từ đâu m đói lắm à,Negative,update
Thọ Đao,1,mỗi lần cập nhật là mỗi lần hết vài GB,2025-07-10 12:40:39,1.59.1.5,0,1,Lien Quan Mobile,mỗi lần cập nhật là mỗi lần hết vài gb,mỗi lần cập_nhật là mỗi lần hết vài gb,Negative,update
Diu phan van,3,game cx đc khá nặng máy 3*,2025-07-10 12:40:24,1.59.1.5,0,0,Lien Quan Mobile,game cx đc khá nặng máy,game cx đc khá nặng máy,Neutral,"performance, update"
Tram Thanh,5,nó rất hay Tôi thích nó,2025-07-10 12:39:00,1.58.1.2,0,0,Lien Quan Mobile,nó rất hay tôi thích nó,nó rất hay tôi thích nó,Positive,none
Khôi K Xuân,1,cập nhật xong đeoo vô đc,2025-07-10 12:38:21,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong đeoo vô đc,cập_nhật xong đeoo vô đc,Negative,update
Pha Nguyen,5,game rất hay,2025-07-10 12:35:49,1.59.1.5,0,0,Lien Quan Mobile,game rất hay,game rất hay,Positive,none
Thư Hoàng,5,"nhiều sự kiện, free quân huy, skin vô tư, thấy oke",2025-07-10 12:34:54,1.59.1.5,0,0,Lien Quan Mobile,nhiều sự kiện free quân huy skin vô tư thấy oke,nhiều sự_kiện free_quân huy_skin vô_tư thấy oke,Positive,none
quang nguyen,4,"Xem xét lại sau khi cập nhật nha, cập nhật xog lại phải tải GB",2025-07-10 12:34:42,1.59.1.5,0,0,Lien Quan Mobile,xem xét lại sau khi cập nhật nha cập nhật xog lại phải tải gb,xem_xét lại sau khi cập_nhật_nha cập_nhật xog lại phải tải gb,Positive,update
Toàn Hồ,3,gà gán sếp ranh như bùi,2025-07-10 12:34:07,1.59.1.5,0,0,Lien Quan Mobile,gà gán sếp ranh như bùi,gà gán sếp_ranh như bùi,Neutral,none
Dương Mai,2,"game bị lỗi hình ảnh trang bị ,lỗi hiễn thị sát thương , lỗi hình ảnh vàng nhận được trong game , ảnh hưởng lớn cho người chơi , ad xem fit sớm ạ",2025-07-10 12:32:59,1.59.1.5,2,1,Lien Quan Mobile,game bị lỗi hình ảnh trang bị lỗi hiễn thị sát thương lỗi hình ảnh vàng nhận được trong game ảnh hưởng lớn cho người chơi ad xem fit sớm ạ,game bị lỗi hình_ảnh trang_bị lỗi hiễn thị_sát thương lỗi hình_ảnh vàng nhận được trong game ảnh_hưởng lớn cho người chơi ad xem fit sớm ạ,Negative,bug
Thanh Vu,1,cập nhật thấy mệt,2025-07-10 12:31:50,1.58.1.2,0,1,Lien Quan Mobile,cập nhật thấy mệt,cập_nhật thấy mệt,Negative,update
Trang Dang,5,game hay nhưng tôi ko có tiền mua skin vì tôi là khối nghỉ nghè,2025-07-10 12:31:29,1.59.1.5,0,0,Lien Quan Mobile,game hay nhưng tôi ko có tiền mua skin vì tôi là khối nghỉ nghè,game hay nhưng tôi ko có tiền mua skin vì tôi là khối nghỉ nghè,Positive,price
uzumaki merimoka,1,mạng mạnh mà vô không được game,2025-07-10 12:30:56,1.59.1.5,0,1,Lien Quan Mobile,mạng mạnh mà vô không được game,mạng mạnh mà vô không được game,Negative,other
Lộng Giàng,5,trò chơi mượt mà,2025-07-10 12:29:45,1.58.1.2,0,0,Lien Quan Mobile,trò chơi mượt mà,trò_chơi mượt mà,Positive,none
Hoài Bảo Trương,1,game ko cho vào xong ra trừ uy tín tôi quá thất vọng vì game,2025-07-10 12:28:43,1.59.1.5,0,1,Lien Quan Mobile,game ko cho vào xong ra trừ uy tín tôi quá thất vọng vì game,game ko cho vào xong ra trừ uy_tín tôi quá thất_vọng vì game,Negative,matchmaking
Anh Pham,5,trò này rất hay,2025-07-10 12:27:32,1.59.1.5,0,0,Lien Quan Mobile,trò này rất hay,trò này rất hay,Positive,none
Người dùng Google,1,máaaa cập nhật tốn dữ liệu nha,2025-07-10 12:26:39,1.58.1.2,0,1,Lien Quan Mobile,máaaa cập nhật tốn dữ liệu nha,máaaa cập_nhật tốn dữ_liệu nha,Negative,update
C AB,5,ko có gì để chê,2025-07-10 12:24:52,1.59.1.5,0,0,Lien Quan Mobile,ko có gì để chê,ko có gì để chê,Positive,none
Hung Dam,4,cute hết nước chấmmn,2025-07-10 12:24:49,1.59.1.5,0,0,Lien Quan Mobile,cute hết nước chấmmn,cute hết nước chấmmn,Positive,none
Lê Trọng nghia Phan,1,game chơi toàn văn ra. ko chs đc gì hế,2025-07-10 12:24:19,1.59.1.5,0,1,Lien Quan Mobile,game chơi toàn văn ra ko chs đc gì hế,game chơi toàn_văn ra ko chs đc gì hế,Negative,other
Văn Hải Phạm,5,game rất hay nhưng rất nhiều lỗi rất vui nhưng rất tệ giảm stress nhưng cũng rất ức chế,2025-07-10 12:22:20,1.59.1.5,0,0,Lien Quan Mobile,game rất hay nhưng rất nhiều lỗi rất vui nhưng rất tệ giảm stress nhưng cũng rất ức chế,game rất hay nhưng rất nhiều lỗi rất vui nhưng rất tệ giảm stress nhưng cũng rất ức_chế,Positive,"bug, trash"
Thanh Doan,5,hay,2025-07-10 12:21:44,1.59.1.5,0,0,Lien Quan Mobile,hay,hay,Positive,none
Ut Pham,1,tại vì mới mua 50k xu nó không nhập vào được,2025-07-10 12:21:35,1.59.1.5,0,1,Lien Quan Mobile,tại vì mới mua k xu nó không nhập vào được,tại vì mới mua k xu nó không nhập vào được,Negative,price
Hân Hân,3,Game cập nhật lại mạng không ổn định cả hai bên điều bị đứng máy afk thì cho hòa đi tại sao lại để bên thua bên thắng cập nhật game lần này tệ thật,2025-07-10 12:18:29,1.59.1.5,0,0,Lien Quan Mobile,game cập nhật lại mạng không ổn định cả hai bên điều bị đứng máy afk thì cho hòa đi tại sao lại để bên thua bên thắng cập nhật game lần này tệ thật,game cập_nhật lại mạng không ổn_định cả hai bên điều bị đứng máy afk thì cho hòa đi tại_sao lại để bên thua bên thắng cập_nhật game lần này tệ thật,Neutral,"toxic, trash, update"
